Strain,Taxa_ID,GH1,GH3,GH5,GH6,GH8,bcsZ,GH9,GH12,GH44,GH45,GH48
Mycobacterium bovis BCG str. Tokyo 172,561275,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium canettii CIPT 140010059,1048245,0,1,0,1,0,0,0,1,0,0,0
Mycobacterium colombiense CECT 3035,1041522,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium gilvum PYR-GCK,350054,1,1,0,1,0,0,0,0,0,0,0
Mycobacterium intracellulare ATCC 13950,487521,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium intracellulare MOTT-02,1138382,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium kansasii ATCC 12478,557599,0,7,1,0,0,0,0,0,0,0,0
Mycobacterium leprae Br4923,561304,0,1,0,0,0,0,0,0,0,0,0
Mycobacterium leprae TN,272631,0,1,0,0,0,0,0,0,0,0,0
Mycobacterium mageritense JR2009,1087053,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium marinum M,216594,0,4,0,1,0,0,0,0,0,0,0
Mycobacterium massiliense CCUG 48898,1001714,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium parascrofulaceum ATCC BAA-614,525368,0,4,0,1,0,0,0,0,0,0,0
Mycobacterium phlei RIVM601174,1150599,1,0,0,0,0,0,0,0,0,0,0
Mycobacterium rhodesiae JS60,931627,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium rhodesiae NBB3,710685,0,1,0,0,0,0,0,0,0,0,0
Mycobacterium smegmatis str. MC2 155,246196,2,5,0,0,0,0,0,0,0,0,0
Mycobacterium sp. JDM601,875328,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium sp. JLS,164757,0,0,0,1,0,0,0,0,0,0,0
Mycobacterium sp. KMS,189918,0,1,0,1,0,0,0,0,0,0,0
Mycobacterium sp. MCS,164756,0,1,0,1,0,0,0,0,0,0,0
Mycobacterium sp. Spyr1,278137,1,1,0,1,0,0,0,0,0,0,0
Mycobacterium thermoresistibile ATCC 19527,1078020,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium tuberculosis '98-R604 INH-RIF-EM',555461,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis 02_1987,515616,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis 210,164513,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis 94_M4241A,515615,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis BTB05-552,882099,0,1,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis BTB05-559,882100,0,1,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis C,348776,0,5,0,1,0,0,0,2,0,0,0
Mycobacterium tuberculosis CCDC5079,443149,0,1,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis CCDC5180,443150,0,1,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis CDC1551,83331,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis CDC1551A,911237,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis CPHL_A,611303,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis CTRI-2,707235,0,1,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis CTRI-4,707237,0,1,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis EAS054,520140,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis F11,336982,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis GM 1503,537209,0,4,0,0,0,0,0,1,0,0,0
Mycobacterium tuberculosis H37Ra,419947,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis H37Rv,83332,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis HN878,747367,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis K85,611304,0,3,0,1,0,0,0,2,0,0,0
Mycobacterium tuberculosis KZN 1435,478434,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis KZN 4207,478433,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis KZN 605,478435,0,4,0,0,0,0,0,1,0,0,0
Mycobacterium tuberculosis KZN R506,663886,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis KZN V2475,663887,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis NCGM2209,1078763,0,1,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis OSDD071,1126682,0,1,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis OSDD504,1126683,0,1,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis OSDD518,1126684,0,1,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis R1207,747369,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis RGTB423,1091501,0,1,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis S96-129,882098,0,1,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis str. Haarlem,395095,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis SUMu001,675512,0,4,0,0,0,0,0,1,0,0,0
Mycobacterium tuberculosis SUMu002,675513,0,4,0,0,0,0,0,1,0,0,0
Mycobacterium tuberculosis SUMu003,675514,0,4,0,0,0,0,0,1,0,0,0
Mycobacterium tuberculosis SUMu004,675515,0,4,0,0,0,0,0,1,0,0,0
Mycobacterium tuberculosis SUMu005,675516,0,4,0,0,0,0,0,1,0,0,0
Mycobacterium tuberculosis SUMu006,675517,0,6,0,0,0,0,0,1,0,0,0
Mycobacterium tuberculosis SUMu007,675518,0,4,0,0,0,0,0,1,0,0,0
Mycobacterium tuberculosis SUMu008,675519,0,4,0,0,0,0,0,1,0,0,0
Mycobacterium tuberculosis SUMu009,675520,0,4,0,0,0,0,0,1,0,0,0
Mycobacterium tuberculosis SUMu010,675521,0,4,0,0,0,0,0,1,0,0,0
Mycobacterium tuberculosis SUMu011,675522,0,4,0,0,0,0,0,1,0,0,0
Mycobacterium tuberculosis SUMu012,675523,0,1,0,0,0,0,0,1,0,0,0
Mycobacterium tuberculosis T17,537210,0,4,0,0,0,0,0,1,0,0,0
Mycobacterium tuberculosis T46,611302,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis T85,520141,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis T92,515617,0,3,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis UT205,1097669,0,1,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis W-148,659019,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium tuberculosis X122,747368,0,4,0,0,0,0,0,1,0,0,0
Mycobacterium tusciae JS617,710687,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium ulcerans Agy99,362242,0,4,0,0,0,0,0,0,0,0,0
Mycobacterium vanbaalenii PYR-1,350058,1,1,0,1,0,0,0,0,0,0,0
Mycobacterium xenopi RIVM700367,1150591,0,1,0,0,0,0,0,0,0,0,0
Nakamurella multipartita DSM 44233,479431,8,4,0,0,0,0,0,0,0,0,0
Nesterenkonia sp. F,795955,0,2,0,0,0,0,0,0,0,0,0
Nocardia brasiliensis ATCC 700358,1133849,0,0,0,0,0,0,0,0,0,0,0
Nocardia cyriacigeorgica GUH-2,1127134,0,1,0,0,0,0,0,0,0,0,0
Nocardia farcinica IFM 10152,247156,2,2,0,0,0,0,0,0,0,0,0
Nocardioidaceae bacterium Broad-1,408672,3,7,2,0,0,0,0,0,0,0,0
Nocardioides sp. JS614,196162,2,4,0,0,0,0,0,0,0,0,0
Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111,446468,3,10,2,0,0,0,0,0,0,0,0
Olsenella sp. oral taxon 809 str. F0356,661087,1,2,0,0,0,0,0,0,0,0,0
Olsenella uli DSM 7084,633147,1,2,0,0,0,0,0,0,0,0,0
Parascardovia denticolens DSM 10105,864564,0,3,0,0,0,0,0,0,0,0,0
Parascardovia denticolens F0305,641144,0,3,0,0,0,0,0,0,0,0,0
Patulibacter sp. I11,1097667,0,0,0,0,0,0,0,0,0,0,0
Propionibacterium acidifaciens F0233,553198,0,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes 266,909952,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes 6609,1031709,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes ATCC 11828,1091045,1,1,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL001PA1,765105,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL002PA1,765115,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL002PA2,765116,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL002PA3,765117,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL005PA1,765096,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL005PA2,765097,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL005PA4,765099,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL007PA1,765118,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL013PA1,765069,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL013PA2,765070,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL020PA1,765065,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL025PA1,765089,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL027PA1,765111,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL027PA2,765112,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL030PA1,765103,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL036PA1,765106,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL036PA2,765107,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL037PA1,765122,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL037PA2,765123,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL038PA1,765085,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL043PA1,765072,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL043PA2,765073,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL044PA1,765109,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL045PA1,765068,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL046PA1,765094,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL046PA2,765095,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL050PA1,765100,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL050PA2,765101,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL050PA3,765102,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL053PA1,765066,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL053PA2,765067,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL056PA1,765119,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL059PA1,765091,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL059PA2,765092,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL060PA1,765084,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL063PA1,765113,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL063PA2,765114,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL067PA1,765110,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL072PA1,765074,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL072PA2,765075,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL074PA1,765076,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL078PA1,765071,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL082PA1,765120,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL082PA2,765121,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL083PA1,765087,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL083PA2,765088,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL086PA1,765093,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL087PA2,765082,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL087PA3,765083,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL092PA1,765086,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL096PA2,765058,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL096PA3,765057,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL097PA1,765064,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL099PA1,765063,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL103PA1,765061,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL110PA1,765077,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL110PA2,765078,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL110PA3,765079,1,2,0,0,0,0,0,0,0,0,0
Propionibacterium acnes HL110PA4,765080,1,2,0,0,0,0,0,0,0,0,0
Propionibacterium acnes J139,679194,1,5,0,0,0,0,0,0,0,0,0
Propionibacterium acnes J165,679195,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes KPA171202,267747,2,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes PRP-38,1136877,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes SK137,553199,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes SK182,679193,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes SK182B-JCVI,1051006,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes SK187,686659,1,3,0,0,0,0,0,0,0,0,0
Propionibacterium acnes TypeIA2 P.acn17,1114967,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes TypeIA2 P.acn31,1114969,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes TypeIA2 P.acn33,1114966,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium avidum ATCC 25577,997355,0,1,0,0,0,0,0,0,0,0,0
Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1,754252,0,2,0,0,0,0,0,0,0,0,0
Propionibacterium humerusii P08,999892,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium sp. 409-HC1,936047,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium sp. 434-HC2,936048,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium sp. 5_U_42AFAA,450748,1,0,0,0,0,0,0,0,0,0,0
Propionibacterium sp. CC003-HC2,1005703,1,0,0,0,0,0,0,0,0,0,0
Pseudonocardia dioxanivorans CB1190,675635,0,0,0,0,0,0,0,0,0,0,0
Pseudonocardia sp. P1,761194,0,0,0,0,0,0,0,0,0,0,0
Renibacterium salmoninarum ATCC 33209,288705,0,3,1,0,0,0,0,0,0,0,0
Rhodococcus equi 103S,685727,3,3,0,0,0,0,0,0,0,0,0
Rhodococcus equi ATCC 33707,525370,0,2,0,0,0,0,0,0,0,0,0
Rhodococcus erythropolis PR4,234621,3,3,0,0,0,0,0,0,0,0,0
Rhodococcus erythropolis SK121,596309,3,3,0,0,0,0,0,0,0,0,0
Rhodococcus erythropolis XP,1078016,0,1,0,0,0,0,0,0,0,0,0
Rhodococcus jostii RHA1,101510,2,3,0,0,0,0,0,0,0,0,0
Rhodococcus opacus B4,632772,2,1,0,0,0,0,0,0,0,0,0
Rhodococcus opacus PD630,543736,0,2,0,0,0,0,0,0,0,0,0
Rhodococcus pyridinivorans AK37,1114960,0,1,0,0,0,0,0,0,0,0,0
Rhodococcus rhodochrous BKS6-46,1114961,0,1,0,0,0,0,0,0,0,0,0
Rhodococcus sp. P14,450821,0,1,0,0,0,0,0,0,0,0,0
Rhodococcus sp. R04,374846,1,2,0,0,0,0,0,0,0,0,0
Rothia aeria F0474,1125724,0,0,0,0,0,0,0,0,0,0,0
Rothia dentocariosa ATCC 17931,762948,0,0,0,0,0,0,0,0,0,0,0
Rothia dentocariosa M567,563032,0,0,0,0,0,0,0,0,0,0,0
Rothia mucilaginosa ATCC 25296,553201,0,0,0,0,0,0,0,0,0,0,0
Rothia mucilaginosa DY-18,680646,0,0,0,0,0,0,0,0,0,0,0
Rothia mucilaginosa M508,563033,0,0,0,0,0,0,0,0,0,0,0
Rubrobacter xylanophilus DSM 9941,266117,0,1,0,0,0,0,0,0,0,0,0
Saccharomonospora azurea NA-128,882081,0,0,0,0,0,0,0,0,0,0,0
Saccharomonospora azurea SZMC 14600,1114959,0,0,0,0,0,0,0,0,0,0,0
Saccharomonospora cyanea NA-134,882082,0,1,0,0,0,0,0,0,0,0,0
Saccharomonospora glauca K62,928724,0,1,0,0,0,0,0,0,0,0,0
Saccharomonospora marina XMU15,882083,0,2,0,0,0,0,0,0,0,0,0
Saccharomonospora paurometabolica YIM 90007,882084,0,0,0,0,0,0,0,0,0,0,0
Saccharomonospora viridis DSM 43017,471857,0,5,0,0,0,0,0,0,0,0,0
Saccharomonospora xinjiangensis XJ-54,882086,0,0,0,0,0,0,0,0,0,0,0
Saccharopolyspora erythraea NRRL 2338,405948,3,3,2,0,0,0,0,0,0,0,0
Saccharopolyspora spinosa NRRL 18395,994479,1,4,1,0,0,0,0,0,0,0,0
Salinibacterium sp. PAMC 21357,1112215,0,1,0,0,0,0,0,0,0,0,0
Salinispora arenicola CNS-205,391037,3,4,2,1,0,0,0,1,0,0,1
Salinispora tropica CNB-440,369723,4,4,1,1,0,0,0,1,0,0,1
Sanguibacter keddieii DSM 10542,446469,8,25,2,0,0,0,0,0,0,0,0
Scardovia inopinata F0304,641146,0,6,0,0,0,0,0,0,0,0,0
Segniliparus rotundus DSM 44985,640132,2,1,0,0,0,0,0,0,0,0,0
Segniliparus rugosus ATCC BAA-974,679197,2,1,0,0,0,0,0,0,0,0,0
Serinicoccus profundi MCCC 1A05965,1043205,0,0,0,0,0,0,0,0,0,0,0
Slackia exigua ATCC 700122,649764,0,0,0,0,0,0,0,0,0,0,0
Slackia heliotrinireducens DSM 20476,471855,0,5,0,0,0,0,0,0,0,0,0
Stackebrandtia nassauensis DSM 44728,446470,2,5,3,0,0,0,0,0,0,0,0
Streptomyces acidiscabies 84-104,1116232,1,8,0,0,0,0,0,1,0,0,1
Streptomyces albus J1074,457425,5,5,1,1,0,0,0,0,0,0,0
Streptomyces avermitilis MA-4680,227882,5,12,1,2,0,0,0,1,0,0,1
Streptomyces bingchenggensis BCW-1,749414,3,20,1,1,0,0,0,2,0,0,1
Streptomyces cattleya DSM 46488,1003195,0,0,1,0,0,0,0,0,0,0,0
Streptomyces chartreusis NRRL 12338,1079986,1,4,1,2,0,0,0,1,0,0,1
Streptomyces chartreusis NRRL 3882,1079985,0,1,1,1,0,0,0,1,0,0,2
Streptomyces clavuligerus ATCC 27064,443255,1,3,3,0,0,0,0,0,0,0,0
Streptomyces coelicoflavus ZG0656,1120227,1,3,4,2,0,0,0,2,0,0,2
Streptomyces coelicolor A3(2),100226,5,15,4,2,0,0,0,1,0,0,1
Streptomyces flavogriseus ATCC 33331,591167,7,12,1,0,0,0,0,1,0,0,1
Streptomyces ghanaensis ATCC 14672,566461,4,8,3,2,0,0,0,1,0,0,1
Streptomyces griseoaurantiacus M045,996637,1,1,0,0,0,0,0,0,0,0,1
Streptomyces griseoflavus Tu4000,467200,5,6,1,2,0,0,0,1,0,0,1
Streptomyces griseus subsp. griseus NBRC 13350,455632,9,3,4,1,0,0,0,0,0,0,0
Streptomyces hygroscopicus ATCC 53653,457427,3,8,1,0,0,0,0,1,0,0,1
Streptomyces lividans TK24,457428,5,13,4,2,0,0,0,1,0,0,1
Streptomyces lysosuperificus ATCC 31396,1079984,0,0,1,0,0,0,0,0,0,0,0
Streptomyces pristinaespiralis ATCC 25486,457429,4,8,1,1,0,0,0,1,0,0,1
Streptomyces roseosporus NRRL 11379,457430,8,6,1,2,0,0,0,0,0,0,0
Streptomyces roseosporus NRRL 15998,457431,8,6,1,2,0,0,0,0,0,0,0
Streptomyces scabiei 87.22,680198,4,16,1,1,0,0,0,1,0,0,2
Streptomyces somaliensis DSM 40738,1134445,0,0,0,0,0,0,0,0,0,0,0
Streptomyces sp. AA4,591158,3,7,2,0,0,0,0,0,0,0,0
Streptomyces sp. ACT-1,649189,9,3,4,1,0,0,0,0,0,0,0
Streptomyces sp. ACTE,862751,1,2,3,0,0,0,0,1,0,0,1
Streptomyces sp. C,253839,1,7,1,0,0,0,0,0,0,0,0
Streptomyces sp. e14,645465,6,5,2,1,0,0,0,0,0,0,1
Streptomyces sp. Mg1,465541,2,3,2,0,0,0,0,0,0,0,0
Streptomyces sp. S4,889487,5,11,2,1,0,0,0,0,0,0,0
Streptomyces sp. SA3_actF,682181,0,0,1,1,0,0,0,0,0,0,0
Streptomyces sp. SA3_actG,683219,4,11,1,1,0,0,0,0,0,0,0
Streptomyces sp. SPB74,465543,4,7,0,0,0,0,1,0,0,0,0
Streptomyces sp. SPB78,591157,3,8,1,1,0,0,0,0,0,0,0
Streptomyces sp. Tu6071,355249,4,11,1,1,0,0,0,0,0,0,0
Streptomyces sp. W007,1055352,1,1,4,1,0,0,0,0,0,0,0
Streptomyces sp. Wigar10,1085628,1,1,3,1,0,0,0,0,0,0,0
Streptomyces sviceus ATCC 29083,463191,4,11,1,2,0,0,0,1,0,0,2
Streptomyces violaceusniger Tu 4113,653045,4,19,2,1,0,0,0,1,0,0,0
Streptomyces viridochromogenes DSM 40736,591159,3,7,1,2,0,0,0,1,0,0,1
Streptomyces xinghaiensis S187,1038929,0,2,1,0,0,0,0,1,0,0,1
Streptomyces zinciresistens K42,700597,1,1,1,1,0,0,0,0,0,0,0
Streptosporangium roseum DSM 43021,479432,5,14,4,1,0,0,0,0,0,0,0
Thermobifida fusca YX,269800,2,6,1,0,0,0,0,0,0,0,0
Thermobispora bispora DSM 43833,469371,5,8,0,0,0,0,0,0,0,0,0
Thermomonospora curvata DSM 43183,471852,3,3,0,0,0,0,0,0,0,0,0
Tropheryma whipplei str. Twist,203267,0,0,0,0,0,0,0,0,0,0,0
Tropheryma whipplei TW08/27,218496,0,0,0,0,0,0,0,0,0,0,0
Tsukamurella paurometabola DSM 20162,521096,0,3,0,0,0,0,0,0,0,0,0
Verrucosispora maris AB-18-032,263358,0,0,1,1,0,0,0,0,0,0,0
Xylanimonas cellulosilytica DSM 15894,446471,2,4,0,0,0,0,0,0,0,0,0
Blastopirellula marina DSM 3645,314230,0,0,0,0,0,0,0,0,0,0,0
Gemmata obscuriglobus UQM 2246,214688,1,0,0,0,0,0,0,0,0,0,0
Isosphaera pallida ATCC 43644,575540,0,0,0,0,0,0,0,0,0,0,0
Phycisphaera mikurensis NBRC 102666,1142394,0,0,0,0,0,0,0,0,0,0,0
Pirellula staleyi DSM 6068,530564,0,0,0,0,0,0,0,0,0,0,0
Planctomyces brasiliensis DSM 5305,756272,0,0,0,0,0,0,0,0,0,0,0
Planctomyces limnophilus DSM 3776,521674,0,0,0,0,0,0,0,0,0,0,0
Planctomyces maris DSM 8797,344747,0,0,0,0,0,0,0,0,0,0,0
Rhodopirellula baltica SH 1,243090,0,0,0,0,0,0,0,0,0,0,0
Rhodopirellula baltica WH47,991778,0,0,0,0,0,0,0,0,0,0,0
Schlesneria paludicola DSM 18645,1123242,0,0,0,0,0,0,0,0,0,0,0
Singulisphaera acidiphila DSM 18658,886293,0,0,0,0,0,0,0,0,0,0,0
Zavarzinella formosa DSM 19928,1123508,0,0,0,0,0,0,0,0,0,0,0
Borrelia afzelii ACA-1,445986,0,2,0,0,0,0,0,0,0,0,0
Borrelia afzelii PKo,390236,0,2,0,0,0,0,0,0,0,0,0
Borrelia bissettii DN127,521010,0,2,0,0,0,0,0,0,0,0,0
Borrelia burgdorferi 118a,476210,0,2,0,0,0,0,0,0,0,0,0
Borrelia burgdorferi 156a,445983,0,2,0,0,0,0,0,0,0,0,0
Borrelia burgdorferi 29805,498738,0,1,0,0,0,0,0,0,0,0,0
Borrelia burgdorferi 64b,498740,0,2,0,0,0,0,0,0,0,0,0
Borrelia burgdorferi 72a,476211,0,2,0,0,0,0,0,0,0,0,0
Borrelia burgdorferi 80a,498736,0,2,0,0,0,0,0,0,0,0,0
Borrelia burgdorferi 94a,476212,0,2,0,0,0,0,0,0,0,0,0
Borrelia burgdorferi B31,224326,0,2,0,0,0,0,0,0,0,0,0
Borrelia burgdorferi Bol26,445984,0,2,0,0,0,0,0,0,0,0,0
Borrelia burgdorferi CA-11.2a,498739,0,1,0,0,0,0,0,0,0,0,0
Borrelia burgdorferi JD1,521008,0,2,0,0,0,0,0,0,0,0,0
Borrelia burgdorferi N40,521007,0,2,0,0,0,0,0,0,0,0,0
Borrelia burgdorferi WI91-23,498737,0,3,0,0,0,0,0,0,0,0,0
Borrelia burgdorferi ZS7,445985,0,2,0,0,0,0,0,0,0,0,0
Borrelia duttonii Ly,412419,0,2,0,0,0,0,0,0,0,0,0
Borrelia garinii BgVir,1081646,0,2,0,0,0,0,0,0,0,0,0
Borrelia garinii Far04,519049,0,2,0,0,0,0,0,0,0,0,0
Borrelia garinii PBi,290434,0,2,0,0,0,0,0,0,0,0,0
Borrelia garinii PBr,498743,0,3,0,0,0,0,0,0,0,0,0
Borrelia hermsii DAH,314723,0,2,0,0,0,0,0,0,0,0,0
Borrelia recurrentis A1,412418,0,2,0,0,0,0,0,0,0,0,0
Borrelia sp. SV1,498741,0,2,0,0,0,0,0,0,0,0,0
Borrelia spielmanii A14S,498742,0,2,0,0,0,0,0,0,0,0,0
Borrelia turicatae 91E135,314724,0,2,0,0,0,0,0,0,0,0,0
Borrelia valaisiana VS116,445987,0,2,0,0,0,0,0,0,0,0,0
Brachyspira hyodysenteriae WA1,565034,1,4,0,0,0,0,0,0,0,0,0
Brachyspira intermedia PWS/A,1045858,1,1,0,0,0,0,0,0,0,0,0
Brachyspira murdochii DSM 12563,526224,4,13,0,0,0,0,0,0,0,0,0
Brachyspira pilosicoli 95/1000,759914,3,2,0,0,0,0,0,0,0,0,0
Leptonema illini DSM 21528,929563,0,0,0,0,0,0,0,0,0,0,0
Leptospira alexanderi serovar Manhao 3 str. L 60,1049759,0,0,0,0,0,0,0,0,0,0,0
Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)',355278,0,1,0,0,0,0,0,0,0,0,0
Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)',456481,0,1,0,0,0,0,0,0,0,0,0
Leptospira borgpetersenii serovar Castellonis str. 200801910,1049762,0,0,0,0,0,0,0,0,0,0,0
Leptospira borgpetersenii serovar Hardjo-bovis JB197,355277,0,1,0,0,0,0,0,0,0,0,0
Leptospira borgpetersenii serovar Hardjo-bovis L550,355276,0,1,0,0,0,0,0,0,0,0,0
Leptospira borgpetersenii serovar Javanica str. L0864,1049765,0,0,0,0,0,0,0,0,0,0,0
Leptospira borgpetersenii serovar Javanica str. MK146,1049766,0,0,0,0,0,0,0,0,0,0,0
Leptospira borgpetersenii serovar Javanica str. UI 09931,1049767,0,0,0,0,0,0,0,0,0,0,0
Leptospira borgpetersenii serovar Kenya str. TE 0159,1049773,0,0,0,0,0,0,0,0,0,0,0
Leptospira borgpetersenii serovar Mini str. 201000851,1049776,0,0,0,0,0,0,0,0,0,0,0
Leptospira borgpetersenii str. Brem 307,1049786,0,0,0,0,0,0,0,0,0,0,0
Leptospira borgpetersenii str. Brem 328,1049780,0,0,0,0,0,0,0,0,0,0,0
